Mohafaza PCODE,Mohafaza,Mantika PCODE,Mantika,Nahya PCODE,Nahya,Community PCODE,Community,Neighborhood PCODE,Neighborhood,Lat,Long,RETURNEES Y/N,RETURNEES HH,RETURNEES IND,RETURNEES in RENTED Acco Y/N,RETURNEES in RENTED Acco HH,RETURNEES in RENTED Acco IND,RETURNEES with HOST Y/N,RETURNEES with HOST HH,RETURNEES with HOST IND,RETURNEES in ABANDONED build Y/N,RETURNEES in ABANDONED build HH,RETURNEES in ABANDONED build IND,RETURNEES in FORMAL COLLECTIVE Shelters Y/N,RETURNEES in FORMAL COLLECTIVE Shelters HH,RETURNEES in FORMAL COLLECTIVE Shelters IND,RETURNEES in INFORMAL COLLECTIVE Shelters Y/N,RETURNEES in INFORMAL COLLECTIVE Shelters HH,RETURNEES in INFORMAL COLLECTIVE Shelters IND,RETURNEES in ORGANIZED CAMPS Y/N,RETURNEES in ORGANIZED CAMPS HH,RETURNEES in ORGANIZED CAMPS IND,RETURNEES in SELF SETTLED CAMPS Y/N,RETURNEES in SELF SETTLED CAMPS HH,RETURNEES in SELF SETTLED CAMPS IND,RETURNEES in OWN HOUSE Y/N,RETURNEES in OWN HOUSE HH,RETURNEES in OWN HOUSE IND,RETURNEES Year,RETURNEES from Country,RETURNEES from Mohafaza PCODE,RETURNEES from Mohafaza,RETURNEES from Mantika PCODE,RETURNEES from Mantika,RETURNEES from Nahya PCODE,RETURNEES from Nahya,RETURNEES from Place
SY08,Al-Hasakeh,SY0803,Al-Malikeyyeh,SY080300,Al-Malikeyyeh,C4871,Tal Eldurra,,,37.05744479,41.89745462,Yes,6,28,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,6,28,2018,Iraq,0,,0,,0,,0
SY08,Al-Hasakeh,SY0800,Al-Hasakeh,SY080002,Shadadah,C4442,Adla,,,36.00619282,40.75993609,Yes,144,650,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,144,650,2018,Syria,SY01,Damascus,SY0100,Damascus,SY010000,Damascus,0
SY02,Aleppo,SY0202,Al Bab,SY020202,Dayr Hafir,C1245,Little Hmeimeh,,,36.14661443,37.64989425,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0207,As-Safira,SY020700,As-Safira,C2128,Zaalana,,,36.18441493,37.36250837,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0207,As-Safira,SY020700,As-Safira,C2133,Tal Alam,,,36.17653524,37.38467206,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0207,As-Safira,SY020700,As-Safira,C2163,Qasir Elward,,,36.11644567,37.4553715,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY03,Rural Damascus,SY0302,Duma,SY030206,Haran Al'awameed,C2379,Mbarka,,,33.40424113,36.6011043,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY08,Al-Hasakeh,SY0802,Quamishli,SY080201,Tal Hmis,C4589,Khazaa,,,36.5807504,41.67405315,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY14,Quneitra,SY1400,Quneitra,SY140001,Khan Arnaba,C6281,Jbata Elkhashab,,,33.22635253,35.83189214,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0203,Afrin,SY020306,Ma'btali,C1551,Jazruniyeh,,,36.55176353,36.78314631,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY08,Al-Hasakeh,SY0803,Al-Malikeyyeh,SY080302,Ya'robiyah,C4971,Lower Um Kheif,,,36.87103382,41.78660428,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY10,Tartous,SY1000,Tartous,SY100000,Tartous,C5221,Tartous,N0445,Al-Mahattah,34.88511356,35.90110532,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0404,Ar-Rastan,SY040401,Talbiseh,C2886,Shabaaniyeh,,,34.89869473,36.69483585,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0401,Homs,SY040104,Farqalas,C2633,Farqalas,,,34.60282049,37.08597474,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0207,As-Safira,SY020700,As-Safira,C2158,Jneid,,,35.99706769,37.51175277,Yes,20,90,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,20,90,2018,Syria,SY02,Aleppo,SY0200,Jebel Saman,SY020000,Jebel Saman,0
SY02,Aleppo,SY0202,Al Bab,SY020201,Tadaf,C1226,Oweishiyeh,,,36.306928,37.59355912,Yes,24,110,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,24,110,2018,Syria,SY02,Aleppo,SY0204,A'zaz,SY020400,A'zaz,0
SY09,Deir-ez-Zor,SY0902,Abu Kamal,SY090200,Abu Kamal,C5168,Sweiyeh,,,34.4339163,40.9336056,Yes,69,310,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,69,310,2018,Syria,SY08,Al-Hasakeh,SY0800,Al-Hasakeh,SY080000,Al-Hasakeh,0
SY09,Deir-ez-Zor,SY0902,Abu Kamal,SY090200,Abu Kamal,C5163,Siyal,,,34.55568499,40.90289307,Yes,164,740,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,164,740,2018,Syria,SY08,Al-Hasakeh,SY0800,Al-Hasakeh,SY080000,Al-Hasakeh,0
SY06,Lattakia,SY0603,Al-Haffa,SY060300,Al-Haffa,C3672,Zanqufa,,,35.59921849,36.04487439,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0202,Al Bab,SY020206,A'rima,C1331,Ilan,,,36.52383361,37.72415964,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0705,Ariha,SY070501,Ehsem,C4291,Abdita,,,35.71890942,36.54213403,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050100,Hama,C2987,Hama,N0283,Dahriyeh,35.16301678,36.73410937,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY12,Dar'a,SY1202,As-Sanamayn,SY120201,Masmiyyeh,C6068,Masmiyyeh,,,33.13059925,36.38014976,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY12,Dar'a,SY1200,Dar'a,SY120003,Ash-Shajara,C6025,Koya,,,32.74819608,35.8127291,Yes,2,9,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,2,9,2018,Syria,SY12,Dar'a,SY1203,Izra',SY120303,Nawa ,���
SY13,As-Sweida,SY1302,Salkhad,SY130201,Qarayya,C6200,Qarayya,,,32.54285027,36.59624974,Yes,2,10,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,2,10,2018,Syria,SY13,As-Sweida,SY1300,As-Sweida,SY130000,As-Sweida,����� ��������
SY08,Al-Hasakeh,SY0803,Al-Malikeyyeh,SY080300,Al-Malikeyyeh,C4872,Tal Hamdan,,,37.02290302,42.07102081,Yes,3,14,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,3,14,2018,Iraq,0,,0,,0,,0
SY08,Al-Hasakeh,SY0803,Al-Malikeyyeh,SY080300,Al-Malikeyyeh,C4825,Sharm El Sheikh,,,37.10314486,42.2058547,Yes,4,20,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,4,20,2018,Iraq,0,,0,,0,,0
SY04,Homs,SY0402,Al-Qusayr,SY040200,Al Quasir,C2718,Western Zeita,,,34.50950212,36.48487921,Yes,6,28,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,6,28,2018,Lebanon,0,,0,,0,,0
SY02,Aleppo,SY0203,Afrin,SY020306,Ma'btali,C1545,Yatimeh - Oksozli,,,36.62744257,36.73127468,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0702,Al Ma'ra,SY070205,Heish,C4100,Babuline,,,35.54013096,36.67870415,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020000,Jebel Saman,C1007,Aleppo,N0203,Sayf Ad-Dauleh,36.190733,37.12709282,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0204,A'zaz,SY020401,Aghtrin,C1608,Gheilaniyeh,,,36.52056702,37.29708197,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY09,Deir-ez-Zor,SY0901,Deir-ez-Zor,SY090102,Basira,C5108,Daman,,,35.23929786,40.545449,Yes,39,176,Yes,11,50,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,28,126,2018,Syria,SY02,Aleppo,SY0208,Jarablus,SY020800,Jarablus,0
SY11,Ar-Raqqa,SY1101,Ar-Raqqa,SY110100,Ar-Raqqa,C5710,Ar-Raqqa,N0473,Qadessiyeh,35.9501874,38.97742282,Yes,342,1539,Yes,60,272,Yes,28,125,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,254,1142,2018,Syria,SY11,Ar-Raqqa,SY1101,Ar-Raqqa,SY110100,Ar-Raqqa,0
SY02,Aleppo,SY0200,Jebel Saman,SY020000,Jebel Saman,C1007,Aleppo,N0201,Al-Asileh,36.19265762,37.16427992,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY08,Al-Hasakeh,SY0802,Quamishli,SY080200,Quamishli,C4535,Kherbet Elqdi,,,36.85090457,41.11451371,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0705,Ariha,SY070501,Ehsem,C4307,Marata,,,35.71074333,36.4757048,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0404,Ar-Rastan,SY040400,Ar-Rastan,C2859,Zmeimer,,,34.90432616,36.69396925,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY08,Al-Hasakeh,SY0800,Al-Hasakeh,SY080000,Al-Hasakeh,C4360,Al-Hasakeh,N0398,Al Villat,36.48306729,40.73629782,Yes,1,6,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,1,6,2018,Lebanon,0,,0,,0,,0
SY08,Al-Hasakeh,SY0803,Al-Malikeyyeh,SY080300,Al-Malikeyyeh,C4896,Qasr Eldib,,,37.22955578,42.14019829,Yes,2,10,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,2,10,2018,Iraq,0,,0,,0,,0
SY08,Al-Hasakeh,SY0803,Al-Malikeyyeh,SY080300,Al-Malikeyyeh,C4833,Lower Rmeilan,,,36.94734246,41.96907915,Yes,5,24,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,5,24,2018,Iraq,0,,0,,0,,0
SY02,Aleppo,SY0202,Al Bab,SY020201,Tadaf,C1227,Sarhan,,,36.27264513,37.59513612,Yes,22,100,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,22,100,2018,Syria,SY02,Aleppo,SY0200,Jebel Saman,SY020000,Jebel Saman,0
SY03,Rural Damascus,SY0301,Rural Damascus,SY030107,Qudsiya,C2322,Jdidet Elwadi,,,33.570438,36.18640716,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0406,Al Makhrim,SY040600,Al Makhrim,C2915,Um Elamad,,,34.8127212,37.00964913,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0204,A'zaz,SY020400,A'zaz,C1568,Kafr Kalbein,,,36.55536311,37.08857815,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY14,Quneitra,SY1400,Quneitra,SY140002,Al-Khashniyyeh,C6299,Kodneh,,,33.00827917,35.88896562,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY08,Al-Hasakeh,SY0803,Al-Malikeyyeh,SY080300,Al-Malikeyyeh,C4875,Sinjar Malikiyeh,,,37.11378627,41.92407943,Yes,4,18,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,4,18,2018,Turkey,0,,0,,0,,0
SY08,Al-Hasakeh,SY0800,Al-Hasakeh,SY080000,Al-Hasakeh,C4360,Al-Hasakeh,N0395,Al Lailia,36.48844906,40.73871878,Yes,9,40,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,9,40,2018,Lebanon,0,,0,,0,,0
SY02,Aleppo,SY0206,Ain Al Arab,SY020600,Ain al Arab,C1979,Upper Sift - Siftek,,,36.90491633,38.21556618,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0705,Ariha,SY070502,Mhambal,C4329,Kafrmid,,,35.80623292,36.4409907,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0206,Ain Al Arab,SY020600,Ain al Arab,C1967,Kharab Nas,,,36.83022744,38.55155979,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY03,Rural Damascus,SY0304,At Tall,SY030402,Rankus,C2410,Rankus,,,33.75598671,36.39057346,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY01,Damascus,SY0100,Damascus,SY010000,Damascus,C1001,Damascus,N0088,Soumariyyeh,33.48393521,36.21517365,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0705,Ariha,SY070502,Mhambal,C4311,Shagurit,,,35.68282129,36.42001864,Yes,4,18,No,0,0,Yes,3,12,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,1,6,2018,Syria,SY07,Idleb,SY0703,Harim,SY070301,Dana,����
SY08,Al-Hasakeh,SY0803,Al-Malikeyyeh,SY080300,Al-Malikeyyeh,C4818,Tal Adas,,,37.0088927,42.08308182,Yes,4,20,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,4,20,2018,Iraq,0,,0,,0,,0
SY02,Aleppo,SY0203,Afrin,SY020303,Raju,C1473,Beit Adin,,,36.62082737,36.68986128,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0503,As-Salamiyeh,SY050300,As-Salamiyeh,C3258,Kafat,,,35.06829669,36.88821324,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0202,Al Bab,SY020204,Eastern Kwaires ,C1283,Halabiyeh,,,36.13952777,37.46727004,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0503,As-Salamiyeh,SY050300,As-Salamiyeh,C3253,Fan Qabli,,,35.27842381,36.90901003,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0202,Al Bab,SY020204,Eastern Kwaires ,C1292,Tal Sabeen,,,36.12043483,37.50785561,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY12,Dar'a,SY1202,As-Sanamayn,SY120200,As-Sanamayn,C6059,Jidya,,,33.0653609,36.10928345,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0206,Ain Al Arab,SY020600,Ain al Arab,C1981,Big Mazraet Sofi,,,36.80267649,38.35031348,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0207,As-Safira,SY020700,As-Safira,C2129,Balat,,,36.15885567,37.35376138,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0206,Ain Al Arab,SY020600,Ain al Arab,C1986,Makhraj,,,36.7698946,38.37864597,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY08,Al-Hasakeh,SY0800,Al-Hasakeh,SY080001,Tal Tamer,C6460,Al-Rakbah,,,36.62181547,40.39948722,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0203,Afrin,SY020306,Ma'btali,C1548,Awlad El Arab - Arab Oshagi,,,36.57472131,36.70892548,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY08,Al-Hasakeh,SY0800,Al-Hasakeh,SY080000,Al-Hasakeh,C6775,,,,36.517724,40.641388,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0205,Menbij,SY020503,Maskana,C1924,Muftahiyeh,,,35.85657497,38.05303713,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0502,As-Suqaylabiyah,SY050204,Madiq Castle,C3205,Rasif,,,35.51056412,36.32323879,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050102,Harbanifse,C3046,Akrad Ibrahim,,,34.9770014,36.45983005,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050102,Harbanifse,C3057,Jafaa,,,35.01049453,36.59593137,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY12,Dar'a,SY1200,Dar'a,SY120000,Dar'a,C5993,Dar'a,N0511,Bahar,32.60217639,36.10392892,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0501,Hama,SY050100,Hama,C3012,Kafr Eltoon,,,35.15965936,36.62974721,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0200,Jebel Saman,SY020001,Atareb,C6753,,,,36.17987705,36.9531247,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0503,As-Salamiyeh,SY050300,As-Salamiyeh,C3252,Middle Fan,,,35.28805028,36.91343587,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY07,Idleb,SY0704,Jisr-Ash-Shugur,SY070403,Janudiyeh,C4267,Hamama - Kafr Debbin,,,35.92326893,36.35716825,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY08,Al-Hasakeh,SY0803,Al-Malikeyyeh,SY080300,Al-Malikeyyeh,C4868,Sabe Jfar,,,36.95894206,42.07829208,Yes,5,22,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,5,22,2018,Iraq,0,,0,,0,,0
SY12,Dar'a,SY1200,Dar'a,SY120005,Mzeireb,C6522,Kharab Shahem,,,32.66904197,36.02667596,Yes,6,25,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,6,25,2018,Jordan,0,,0,,0,,0
SY05,Hama,SY0502,As-Suqaylabiyah,SY050204,Madiq Castle,C3196,Upper Hweijeh,,,35.52422081,36.37700393,Yes,17,75,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,17,75,2018,Syria,SY07,Idleb,SY0703,Harim,SY070301,Dana,������
SY02,Aleppo,SY0200,Jebel Saman,SY020004,Daret Azza,C1143,Tqad,,,36.19720725,36.87047477,Yes,22,100,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,22,100,2018,Turkey,0,,0,,0,,0
SY02,Aleppo,SY0202,Al Bab,SY020204,Eastern Kwaires ,C1280,Jbul,,,36.08320475,37.51264965,Yes,36,160,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,36,160,2018,Syria,SY02,Aleppo,SY0207,As-Safira,SY020700,As-Safira,�� ���
SY02,Aleppo,SY0203,Afrin,SY020300,Afrin,C1377,Burj Abdallah,,,36.41178045,36.86256388,Yes,36,160,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,36,160,2018,Syria,SY02,Aleppo,SY0203,Afrin,SY020300,Afrin,0
SY02,Aleppo,SY0202,Al Bab,SY020202,Dayr Hafir,C1239,Um Elmara,,,36.1398098,37.68582733,Yes,44,200,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,44,200,2018,Syria,SY02,Aleppo,SY0205,Menbij,SY020502,Al-Khafsa,0
SY02,Aleppo,SY0203,Afrin,SY020306,Ma'btali,C1543,Amiriya - Meirkan,,,36.53745317,36.7157225,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY08,Al-Hasakeh,SY0800,Al-Hasakeh,SY080001,Tal Tamer,C4386,Tawileh,,,36.65094451,40.27134416,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY08,Al-Hasakeh,SY0800,Al-Hasakeh,SY080000,Al-Hasakeh,C4365,Eastern Hamra,,,36.49045026,40.87116669,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0203,Afrin,SY020303,Raju,C1488,Meidan Ekbis,,,36.82137214,36.67815558,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0203,Afrin,SY020302,Jandairis,C1427,Hamam,,,36.36781965,36.60662073,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY04,Homs,SY0404,Ar-Rastan,SY040400,Ar-Rastan,C2864,Manara,,,34.89860143,36.70519817,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY08,Al-Hasakeh,SY0800,Al-Hasakeh,SY080000,Al-Hasakeh,C4360,Al-Hasakeh,N0393,Abo Bakr,36.4898496,40.78020098,Yes,3,13,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,3,13,2018,Lebanon,0,,0,,0,,0
SY07,Idleb,SY0700,Idleb,SY070003,Saraqab,C3923,Rasafa,,,35.87539865,36.89877327,Yes,326,1469,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,Yes,326,1469,2018,Syria,SY07,Idleb,SY0703,Harim,SY070301,Dana,������
SY08,Al-Hasakeh,SY0800,Al-Hasakeh,SY080000,Al-Hasakeh,C4367,Ein Elhara,,,36.3831951,40.60726395,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY02,Aleppo,SY0203,Afrin,SY020304,Sharan,C1524,Qatmet Efrin,,,36.58721582,36.96311574,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY05,Hama,SY0502,As-Suqaylabiyah,SY050200,As-Suqaylabiyah,C3120,Jarniyet Eltar,,,35.37555851,36.42379816,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY08,Al-Hasakeh,SY0800,Al-Hasakeh,SY080001,Tal Tamer,C4405,Ghorra,,,36.45140495,40.29798918,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
SY01,Damascus,SY0100,Damascus,SY010000,Damascus,C1001,Damascus,N0054,Shaghour Jowani,33.50725912,36.30443262,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,0,,0,,0,,0,,0
